1,2013-07-25T00:00:00.000+05:30,11599,CLOSED
4,2013-07-25T00:00:00.000+05:30,8827,CLOSED
12,2013-07-25T00:00:00.000+05:30,1837,CLOSED
18,2013-07-25T00:00:00.000+05:30,1205,CLOSED
24,2013-07-25T00:00:00.000+05:30,11441,CLOSED
25,2013-07-25T00:00:00.000+05:30,9503,CLOSED
37,2013-07-25T00:00:00.000+05:30,5863,CLOSED
51,2013-07-25T00:00:00.000+05:30,12271,CLOSED
57,2013-07-25T00:00:00.000+05:30,7073,CLOSED
61,2013-07-25T00:00:00.000+05:30,4791,CLOSED
62,2013-07-25T00:00:00.000+05:30,9111,CLOSED
87,2013-07-25T00:00:00.000+05:30,3065,CLOSED
90,2013-07-25T00:00:00.000+05:30,9131,CLOSED
101,2013-07-25T00:00:00.000+05:30,5116,CLOSED
116,2013-07-26T00:00:00.000+05:30,8763,CLOSED
129,2013-07-26T00:00:00.000+05:30,9937,CLOSED
133,2013-07-26T00:00:00.000+05:30,10604,CLOSED
191,2013-07-26T00:00:00.000+05:30,16,CLOSED
201,2013-07-26T00:00:00.000+05:30,9055,CLOSED
211,2013-07-26T00:00:00.000+05:30,10372,CLOSED
213,2013-07-26T00:00:00.000+05:30,11715,CLOSED
215,2013-07-26T00:00:00.000+05:30,5925,CLOSED
221,2013-07-26T00:00:00.000+05:30,11871,CLOSED
222,2013-07-26T00:00:00.000+05:30,8309,CLOSED
224,2013-07-26T00:00:00.000+05:30,11938,CLOSED
227,2013-07-26T00:00:00.000+05:30,7410,CLOSED
241,2013-07-26T00:00:00.000+05:30,948,CLOSED
245,2013-07-26T00:00:00.000+05:30,5191,CLOSED
249,2013-07-26T00:00:00.000+05:30,7650,CLOSED
256,2013-07-26T00:00:00.000+05:30,4199,CLOSED
260,2013-07-26T00:00:00.000+05:30,5135,CLOSED
262,2013-07-26T00:00:00.000+05:30,11475,CLOSED
267,2013-07-26T00:00:00.000+05:30,6989,CLOSED
268,2013-07-26T00:00:00.000+05:30,5578,CLOSED
272,2013-07-26T00:00:00.000+05:30,428,CLOSED
285,2013-07-26T00:00:00.000+05:30,5011,CLOSED
294,2013-07-26T00:00:00.000+05:30,11394,CLOSED
300,2013-07-26T00:00:00.000+05:30,11326,CLOSED
313,2013-07-26T00:00:00.000+05:30,7543,CLOSED
341,2013-07-26T00:00:00.000+05:30,10128,CLOSED
363,2013-07-27T00:00:00.000+05:30,3619,CLOSED
384,2013-07-27T00:00:00.000+05:30,2610,CLOSED
387,2013-07-27T00:00:00.000+05:30,7193,CLOSED
393,2013-07-27T00:00:00.000+05:30,1047,CLOSED
397,2013-07-27T00:00:00.000+05:30,4476,CLOSED
404,2013-07-27T00:00:00.000+05:30,1478,CLOSED
413,2013-07-27T00:00:00.000+05:30,7278,CLOSED
415,2013-07-27T00:00:00.000+05:30,6110,CLOSED
429,2013-07-27T00:00:00.000+05:30,8466,CLOSED
431,2013-07-27T00:00:00.000+05:30,4676,CLOSED
435,2013-07-27T00:00:00.000+05:30,5719,CLOSED
443,2013-07-27T00:00:00.000+05:30,8499,CLOSED
447,2013-07-27T00:00:00.000+05:30,8737,CLOSED
449,2013-07-27T00:00:00.000+05:30,409,CLOSED
456,2013-07-27T00:00:00.000+05:30,11295,CLOSED
461,2013-07-27T00:00:00.000+05:30,8398,CLOSED
466,2013-07-27T00:00:00.000+05:30,10943,CLOSED
472,2013-07-27T00:00:00.000+05:30,8969,CLOSED
475,2013-07-27T00:00:00.000+05:30,4567,CLOSED
500,2013-07-27T00:00:00.000+05:30,2129,CLOSED
501,2013-07-27T00:00:00.000+05:30,1987,CLOSED
542,2013-07-28T00:00:00.000+05:30,597,CLOSED
563,2013-07-28T00:00:00.000+05:30,3514,CLOSED
566,2013-07-28T00:00:00.000+05:30,6335,CLOSED
567,2013-07-28T00:00:00.000+05:30,9527,CLOSED
569,2013-07-28T00:00:00.000+05:30,8532,CLOSED
577,2013-07-28T00:00:00.000+05:30,457,CLOSED
582,2013-07-28T00:00:00.000+05:30,6220,CLOSED
592,2013-07-28T00:00:00.000+05:30,10862,CLOSED
603,2013-07-28T00:00:00.000+05:30,6184,CLOSED
614,2013-07-28T00:00:00.000+05:30,5738,CLOSED
626,2013-07-28T00:00:00.000+05:30,9123,CLOSED
641,2013-07-28T00:00:00.000+05:30,11558,CLOSED
646,2013-07-28T00:00:00.000+05:30,911,CLOSED
651,2013-07-28T00:00:00.000+05:30,9264,CLOSED
660,2013-07-28T00:00:00.000+05:30,1932,CLOSED
679,2013-07-29T00:00:00.000+05:30,5535,CLOSED
684,2013-07-29T00:00:00.000+05:30,1546,CLOSED
706,2013-07-29T00:00:00.000+05:30,10129,CLOSED
708,2013-07-29T00:00:00.000+05:30,5695,CLOSED
710,2013-07-29T00:00:00.000+05:30,5871,CLOSED
713,2013-07-29T00:00:00.000+05:30,4826,CLOSED
722,2013-07-29T00:00:00.000+05:30,9781,CLOSED
752,2013-07-29T00:00:00.000+05:30,3366,CLOSED
765,2013-07-29T00:00:00.000+05:30,2425,CLOSED
786,2013-07-29T00:00:00.000+05:30,8974,CLOSED
787,2013-07-29T00:00:00.000+05:30,1150,CLOSED
804,2013-07-29T00:00:00.000+05:30,2697,CLOSED
817,2013-07-29T00:00:00.000+05:30,9975,CLOSED
823,2013-07-29T00:00:00.000+05:30,9469,CLOSED
851,2013-07-29T00:00:00.000+05:30,11798,CLOSED
865,2013-07-29T00:00:00.000+05:30,7052,CLOSED
897,2013-07-30T00:00:00.000+05:30,9070,CLOSED
900,2013-07-30T00:00:00.000+05:30,8585,CLOSED
904,2013-07-30T00:00:00.000+05:30,5854,CLOSED
905,2013-07-30T00:00:00.000+05:30,5460,CLOSED
939,2013-07-30T00:00:00.000+05:30,2964,CLOSED
947,2013-07-30T00:00:00.000+05:30,2637,CLOSED
949,2013-07-30T00:00:00.000+05:30,2674,CLOSED
951,2013-07-30T00:00:00.000+05:30,3129,CLOSED
972,2013-07-30T00:00:00.000+05:30,10255,CLOSED
974,2013-07-30T00:00:00.000+05:30,6413,CLOSED
983,2013-07-30T00:00:00.000+05:30,9514,CLOSED
996,2013-07-30T00:00:00.000+05:30,12221,CLOSED
1000,2013-07-30T00:00:00.000+05:30,2321,CLOSED
1008,2013-07-30T00:00:00.000+05:30,4331,CLOSED
1012,2013-07-30T00:00:00.000+05:30,3245,CLOSED
1022,2013-07-30T00:00:00.000+05:30,6491,CLOSED
1033,2013-07-30T00:00:00.000+05:30,6339,CLOSED
1036,2013-07-30T00:00:00.000+05:30,2001,CLOSED
1041,2013-07-30T00:00:00.000+05:30,4975,CLOSED
1064,2013-07-30T00:00:00.000+05:30,11267,CLOSED
1067,2013-07-30T00:00:00.000+05:30,5130,CLOSED
1071,2013-07-30T00:00:00.000+05:30,8202,CLOSED
1078,2013-07-31T00:00:00.000+05:30,9303,CLOSED
1087,2013-07-31T00:00:00.000+05:30,2613,CLOSED
1113,2013-07-31T00:00:00.000+05:30,6237,CLOSED
1136,2013-07-31T00:00:00.000+05:30,808,CLOSED
1139,2013-07-31T00:00:00.000+05:30,3786,CLOSED
1140,2013-07-31T00:00:00.000+05:30,1073,CLOSED
1141,2013-07-31T00:00:00.000+05:30,11825,CLOSED
1147,2013-07-31T00:00:00.000+05:30,5182,CLOSED
1156,2013-07-31T00:00:00.000+05:30,4725,CLOSED
1160,2013-07-31T00:00:00.000+05:30,1498,CLOSED
1166,2013-07-31T00:00:00.000+05:30,8936,CLOSED
1177,2013-07-31T00:00:00.000+05:30,9712,CLOSED
1178,2013-07-31T00:00:00.000+05:30,10513,CLOSED
1180,2013-07-31T00:00:00.000+05:30,7061,CLOSED
1185,2013-07-31T00:00:00.000+05:30,6153,CLOSED
1202,2013-07-31T00:00:00.000+05:30,883,CLOSED
1208,2013-07-31T00:00:00.000+05:30,12117,CLOSED
1210,2013-07-31T00:00:00.000+05:30,6014,CLOSED
1213,2013-07-31T00:00:00.000+05:30,9250,CLOSED
1236,2013-07-31T00:00:00.000+05:30,1835,CLOSED
1275,2013-07-31T00:00:00.000+05:30,8091,CLOSED
1279,2013-07-31T00:00:00.000+05:30,4303,CLOSED
1280,2013-07-31T00:00:00.000+05:30,5712,CLOSED
1283,2013-07-31T00:00:00.000+05:30,3951,CLOSED
1295,2013-07-31T00:00:00.000+05:30,611,CLOSED
1296,2013-07-31T00:00:00.000+05:30,589,CLOSED
1298,2013-08-01T00:00:00.000+05:30,5105,CLOSED
1309,2013-08-01T00:00:00.000+05:30,2367,CLOSED
1329,2013-08-01T00:00:00.000+05:30,6070,CLOSED
1359,2013-08-01T00:00:00.000+05:30,4435,CLOSED
1371,2013-08-01T00:00:00.000+05:30,4799,CLOSED
1374,2013-08-01T00:00:00.000+05:30,2484,CLOSED
1379,2013-08-01T00:00:00.000+05:30,696,CLOSED
1389,2013-08-01T00:00:00.000+05:30,10371,CLOSED
1401,2013-08-01T00:00:00.000+05:30,267,CLOSED
1408,2013-08-01T00:00:00.000+05:30,6819,CLOSED
1418,2013-08-01T00:00:00.000+05:30,7595,CLOSED
1431,2013-08-01T00:00:00.000+05:30,11358,CLOSED
1453,2013-08-01T00:00:00.000+05:30,4040,CLOSED
1454,2013-08-01T00:00:00.000+05:30,1108,CLOSED
1461,2013-08-01T00:00:00.000+05:30,9702,CLOSED
1467,2013-08-01T00:00:00.000+05:30,1449,CLOSED
1468,2013-08-01T00:00:00.000+05:30,6622,CLOSED
1470,2013-08-01T00:00:00.000+05:30,2802,CLOSED
1477,2013-08-01T00:00:00.000+05:30,12101,CLOSED
1500,2013-08-01T00:00:00.000+05:30,692,CLOSED
1504,2013-08-01T00:00:00.000+05:30,8961,CLOSED
1548,2013-08-02T00:00:00.000+05:30,1556,CLOSED
1560,2013-08-02T00:00:00.000+05:30,7542,CLOSED
1564,2013-08-02T00:00:00.000+05:30,7815,CLOSED
1566,2013-08-02T00:00:00.000+05:30,8378,CLOSED
1583,2013-08-02T00:00:00.000+05:30,12430,CLOSED
1595,2013-08-02T00:00:00.000+05:30,3536,CLOSED
1606,2013-08-02T00:00:00.000+05:30,5383,CLOSED
1617,2013-08-02T00:00:00.000+05:30,9488,CLOSED
1626,2013-08-02T00:00:00.000+05:30,6418,CLOSED
1631,2013-08-02T00:00:00.000+05:30,7348,CLOSED
1640,2013-08-02T00:00:00.000+05:30,3736,CLOSED
1657,2013-08-02T00:00:00.000+05:30,8516,CLOSED
1661,2013-08-02T00:00:00.000+05:30,7711,CLOSED
1666,2013-08-02T00:00:00.000+05:30,719,CLOSED
1686,2013-08-02T00:00:00.000+05:30,1337,CLOSED
1687,2013-08-02T00:00:00.000+05:30,2207,CLOSED
1691,2013-08-02T00:00:00.000+05:30,6684,CLOSED
1696,2013-08-02T00:00:00.000+05:30,11186,CLOSED
1710,2013-08-02T00:00:00.000+05:30,10659,CLOSED
1723,2013-08-02T00:00:00.000+05:30,5451,CLOSED
1725,2013-08-02T00:00:00.000+05:30,1277,CLOSED
1726,2013-08-02T00:00:00.000+05:30,2984,CLOSED
1754,2013-08-03T00:00:00.000+05:30,3982,CLOSED
1757,2013-08-03T00:00:00.000+05:30,8475,CLOSED
1778,2013-08-03T00:00:00.000+05:30,11689,CLOSED
1783,2013-08-03T00:00:00.000+05:30,5229,CLOSED
1792,2013-08-03T00:00:00.000+05:30,11476,CLOSED
1803,2013-08-03T00:00:00.000+05:30,8870,CLOSED
1818,2013-08-03T00:00:00.000+05:30,2752,CLOSED
1833,2013-08-03T00:00:00.000+05:30,1798,CLOSED
1837,2013-08-03T00:00:00.000+05:30,10298,CLOSED
1839,2013-08-03T00:00:00.000+05:30,7190,CLOSED
1840,2013-08-03T00:00:00.000+05:30,8618,CLOSED
1847,2013-08-03T00:00:00.000+05:30,9402,CLOSED
1850,2013-08-03T00:00:00.000+05:30,4986,CLOSED
1851,2013-08-03T00:00:00.000+05:30,12340,CLOSED
1861,2013-08-03T00:00:00.000+05:30,1155,CLOSED
1863,2013-08-03T00:00:00.000+05:30,3763,CLOSED
1868,2013-08-03T00:00:00.000+05:30,12434,CLOSED
1892,2013-08-04T00:00:00.000+05:30,3515,CLOSED
1893,2013-08-04T00:00:00.000+05:30,4476,CLOSED
1896,2013-08-04T00:00:00.000+05:30,37,CLOSED
1903,2013-08-04T00:00:00.000+05:30,10495,CLOSED
1911,2013-08-04T00:00:00.000+05:30,11359,CLOSED
1933,2013-08-04T00:00:00.000+05:30,1579,CLOSED
1934,2013-08-04T00:00:00.000+05:30,4019,CLOSED
1955,2013-08-04T00:00:00.000+05:30,11456,CLOSED
1966,2013-08-04T00:00:00.000+05:30,1992,CLOSED
1968,2013-08-04T00:00:00.000+05:30,105,CLOSED
1970,2013-08-04T00:00:00.000+05:30,12249,CLOSED
1989,2013-08-04T00:00:00.000+05:30,11041,CLOSED
1995,2013-08-04T00:00:00.000+05:30,22,CLOSED
2000,2013-08-04T00:00:00.000+05:30,6771,CLOSED
2001,2013-08-04T00:00:00.000+05:30,8368,CLOSED
2010,2013-08-04T00:00:00.000+05:30,4882,CLOSED
2029,2013-08-05T00:00:00.000+05:30,4269,CLOSED
2036,2013-08-05T00:00:00.000+05:30,10584,CLOSED
2038,2013-08-05T00:00:00.000+05:30,11433,CLOSED
2045,2013-08-05T00:00:00.000+05:30,11374,CLOSED
2055,2013-08-05T00:00:00.000+05:30,7660,CLOSED
2061,2013-08-05T00:00:00.000+05:30,6369,CLOSED
2063,2013-08-05T00:00:00.000+05:30,11210,CLOSED
2068,2013-08-05T00:00:00.000+05:30,4788,CLOSED
2069,2013-08-05T00:00:00.000+05:30,1466,CLOSED
2103,2013-08-05T00:00:00.000+05:30,9055,CLOSED
2104,2013-08-05T00:00:00.000+05:30,2915,CLOSED
2126,2013-08-05T00:00:00.000+05:30,1785,CLOSED
2130,2013-08-05T00:00:00.000+05:30,10248,CLOSED
2131,2013-08-05T00:00:00.000+05:30,8093,CLOSED
2133,2013-08-05T00:00:00.000+05:30,468,CLOSED
2152,2013-08-05T00:00:00.000+05:30,2877,CLOSED
2159,2013-08-05T00:00:00.000+05:30,7486,CLOSED
2174,2013-08-06T00:00:00.000+05:30,7818,CLOSED
2197,2013-08-06T00:00:00.000+05:30,8373,CLOSED
2200,2013-08-06T00:00:00.000+05:30,2699,CLOSED
2206,2013-08-06T00:00:00.000+05:30,6015,CLOSED
2212,2013-08-06T00:00:00.000+05:30,3516,CLOSED
2218,2013-08-06T00:00:00.000+05:30,7862,CLOSED
2222,2013-08-06T00:00:00.000+05:30,383,CLOSED
2236,2013-08-06T00:00:00.000+05:30,4305,CLOSED
2244,2013-08-06T00:00:00.000+05:30,1452,CLOSED
2256,2013-08-06T00:00:00.000+05:30,9900,CLOSED
2285,2013-08-06T00:00:00.000+05:30,734,CLOSED
2295,2013-08-06T00:00:00.000+05:30,10595,CLOSED
2301,2013-08-06T00:00:00.000+05:30,6397,CLOSED
2302,2013-08-06T00:00:00.000+05:30,9354,CLOSED
2305,2013-08-06T00:00:00.000+05:30,7579,CLOSED
2310,2013-08-06T00:00:00.000+05:30,10885,CLOSED
2317,2013-08-06T00:00:00.000+05:30,8427,CLOSED
2337,2013-08-06T00:00:00.000+05:30,6962,CLOSED
2339,2013-08-06T00:00:00.000+05:30,6389,CLOSED
2354,2013-08-06T00:00:00.000+05:30,3447,CLOSED
2363,2013-08-06T00:00:00.000+05:30,10461,CLOSED
2365,2013-08-06T00:00:00.000+05:30,8786,CLOSED
2380,2013-08-06T00:00:00.000+05:30,3802,CLOSED
2382,2013-08-06T00:00:00.000+05:30,7224,CLOSED
2388,2013-08-06T00:00:00.000+05:30,1534,CLOSED
2390,2013-08-06T00:00:00.000+05:30,2864,CLOSED
2396,2013-08-06T00:00:00.000+05:30,10265,CLOSED
2405,2013-08-07T00:00:00.000+05:30,4163,CLOSED
2406,2013-08-07T00:00:00.000+05:30,7677,CLOSED
2412,2013-08-07T00:00:00.000+05:30,2247,CLOSED
2414,2013-08-07T00:00:00.000+05:30,7776,CLOSED
2415,2013-08-07T00:00:00.000+05:30,6628,CLOSED
2420,2013-08-07T00:00:00.000+05:30,6780,CLOSED
2426,2013-08-07T00:00:00.000+05:30,5013,CLOSED
2427,2013-08-07T00:00:00.000+05:30,11544,CLOSED
2443,2013-08-07T00:00:00.000+05:30,4846,CLOSED
2456,2013-08-07T00:00:00.000+05:30,10850,CLOSED
2458,2013-08-07T00:00:00.000+05:30,5859,CLOSED
2459,2013-08-07T00:00:00.000+05:30,2556,CLOSED
2461,2013-08-07T00:00:00.000+05:30,1655,CLOSED
